1	-342.63
2049	-314.681
4097	-290.514
6145	-270.536
8193	-271.901
10241	-243.047
12289	-206.096
14337	-194.553
16385	-181.83
18433	-181.651
20481	-161.149
22529	-150.122
24577	-150.755
26625	-162.604
28673	-159.73
30721	-167.842
32769	-159.045
34817	-155.936
36865	-153.318
38913	-141.126
40961	-136.704
43009	-162.1
45057	-166.762
47105	-157.022
49153	-159.556
51201	-164.629
53249	-160.728
55297	-164.751
57345	-164.015
59393	-167.065
61441	-153.96
63489	-159.353
65537	-177.563
67585	-167.7
69633	-158.475
71681	-182.182
73729	-156.787
75777	-167.624
77825	-177.894
79873	-158.553
81921	-165.926
83969	-161.533
86017	-152.475
88065	-157.18
90113	-154.323
92161	-158.026
94209	-149.16
96257	-157.051
98305	-178.236
100353	-169.927
102401	-163.009
104449	-156.622
106497	-152.638
108545	-164.664
110593	-153.748
112641	-159.369
114689	-167.12
116737	-162.176
118785	-158.088
120833	-157.805
122881	-156.822
124929	-136.892
126977	-145.929
129025	-141.198
131073	-170.751
133121	-154.489
135169	-148.059
137217	-163.926
139265	-154.963
141313	-166.341
143361	-164.496
145409	-149.897
147457	-155.958
149505	-166.626
151553	-158.941
153601	-162.076
155649	-156.892
157697	-160.936
159745	-161.453
161793	-170.064
163841	-155.789
165889	-153.492
167937	-165.072
169985	-164.397
172033	-156.517
174081	-161.285
176129	-167.837
178177	-161.547
180225	-156.705
182273	-159.391
184321	-163.111
186369	-142.062
188417	-166.058
190465	-160.407
192513	-151.284
194561	-168.26
196609	-172.673
198657	-166.331
200705	-159.965
202753	-159.753
204801	-148.369
206849	-163.516
208897	-163.733
210945	-161.452
212993	-158.42
215041	-152.414
217089	-161.386
219137	-154.057
221185	-150.262
223233	-144.266
225281	-161.047
227329	-148.676
229377	-155.004
231425	-169.36
233473	-183.348
235521	-148.07
237569	-143.252
239617	-148.075
241665	-153.028
243713	-141.159
245761	-159.829
247809	-172.34
249857	-168.059
251905	-169.48
253953	-173.36
256001	-148.306
258049	-155.914
260097	-159.203
262145	-146.145
264193	-149.648
266241	-142.884
268289	-162.778
270337	-156.449
272385	-155.25
274433	-167.199
276481	-148.959
278529	-160.837
280577	-171.067
282625	-157.831
284673	-157.839
286721	-148.506
288769	-150.786
290817	-155.478
292865	-149.249
294913	-147.494
296961	-157.977
