1	-2437.98
2049	-2372.05
4097	-2337.2
6145	-2324.18
8193	-2307.88
10241	-2293.13
12289	-2262.3
14337	-2251.33
16385	-2222.54
18433	-2226.46
20481	-2208.89
22529	-2217.23
24577	-2209
26625	-2184.45
28673	-2163.23
30721	-2159.48
32769	-2160.53
34817	-2152.17
36865	-2159.22
38913	-2147.53
40961	-2137.56
43009	-2137.71
45057	-2124.54
47105	-2130.4
49153	-2113.03
51201	-2119.69
53249	-2110.05
55297	-2101.92
57345	-2107.54
59393	-2082.18
61441	-2094.06
63489	-2079.88
65537	-2054.25
67585	-2015.72
69633	-2031.7
71681	-1996
73729	-2004.28
75777	-2042.08
77825	-2029.05
79873	-2014.8
81921	-2007.19
83969	-1969.99
86017	-1966.12
88065	-1957.66
90113	-1976.11
92161	-1966.02
94209	-1941.92
96257	-1918.72
98305	-1900.65
100353	-1900.22
102401	-1893.3
104449	-1927.72
106497	-1938.71
108545	-1901.76
110593	-1876.93
112641	-1887.6
114689	-1880.18
116737	-1875.12
118785	-1872.33
120833	-1849.83
122881	-1845.75
124929	-1848.79
126977	-1849.22
129025	-1863.45
131073	-1868.38
133121	-1872.85
135169	-1834.17
137217	-1854.68
139265	-1862.45
141313	-1845.74
143361	-1846.88
145409	-1850.67
147457	-1830.59
149505	-1839.17
151553	-1865.84
153601	-1843.29
155649	-1831.22
157697	-1807.85
159745	-1801.65
161793	-1805.2
163841	-1822.55
165889	-1790.1
167937	-1788.77
169985	-1782.4
172033	-1755.76
174081	-1749.34
176129	-1745.97
178177	-1756.67
180225	-1749.59
182273	-1735.64
184321	-1758.44
186369	-1753.46
188417	-1748.94
190465	-1735.36
192513	-1730.71
194561	-1732.04
196609	-1750.48
198657	-1742.33
200705	-1732.75
202753	-1733.45
204801	-1729.25
206849	-1727.96
208897	-1705.67
210945	-1687.92
212993	-1680.45
215041	-1693.05
217089	-1656.2
219137	-1675.4
221185	-1669.82
223233	-1655.3
225281	-1651.45
227329	-1648.31
229377	-1676.95
231425	-1668.42
233473	-1642.77
235521	-1636.57
237569	-1636.13
239617	-1635.64
241665	-1628.68
243713	-1626.33
245761	-1620.5
247809	-1605.66
249857	-1622.05
251905	-1605.95
253953	-1606.33
256001	-1600.65
258049	-1576.85
260097	-1574.76
262145	-1567.38
264193	-1583.61
266241	-1556.01
268289	-1553.57
270337	-1576
272385	-1545.22
274433	-1595.55
276481	-1581.46
278529	-1570.22
280577	-1514.16
282625	-1526.84
284673	-1510.14
286721	-1528.09
288769	-1520.95
290817	-1484.44
292865	-1486.09
294913	-1486.3
296961	-1493.72
299009	-1474.51
301057	-1480.2
303105	-1489.45
305153	-1486.08
307201	-1505.33
309249	-1484.19
311297	-1476.27
313345	-1465.31
315393	-1454.4
317441	-1456.73
319489	-1476.93
321537	-1445.66
323585	-1463.85
325633	-1446.72
327681	-1419.26
329729	-1446.25
331777	-1476.94
333825	-1473.48
335873	-1463.3
337921	-1460.31
339969	-1429.09
342017	-1441.31
344065	-1407.51
346113	-1420.8
348161	-1448.06
350209	-1433.74
352257	-1408.19
354305	-1392.1
356353	-1380.82
358401	-1366.15
360449	-1379.24
362497	-1398.62
364545	-1379.65
366593	-1406.46
368641	-1393.6
370689	-1406.78
372737	-1415.51
374785	-1395.88
376833	-1375.58
378881	-1353.61
380929	-1349.2
382977	-1329.68
385025	-1322.5
387073	-1332.82
389121	-1332.71
391169	-1331.81
393217	-1312.04
395265	-1316.83
397313	-1308.41
399361	-1345.59
401409	-1333.19
403457	-1342.62
405505	-1357.39
407553	-1359.1
409601	-1359.5
411649	-1356.84
413697	-1332.8
415745	-1343.41
417793	-1350.11
419841	-1338.38
421889	-1352.82
423937	-1343.07
425985	-1350.9
428033	-1332.73
430081	-1312.66
432129	-1313.78
434177	-1309.1
436225	-1299.16
438273	-1304.39
440321	-1312.64
442369	-1303.06
444417	-1312.49
446465	-1309.09
448513	-1299.18
450561	-1320.11
452609	-1289.7
454657	-1283.81
456705	-1286.48
458753	-1282.21
460801	-1281.05
462849	-1288.7
464897	-1301.28
466945	-1276.99
468993	-1319.25
471041	-1304.51
473089	-1316.19
475137	-1308.75
477185	-1305.42
479233	-1297.78
481281	-1271.16
483329	-1287.72
485377	-1309.47
487425	-1299.55
489473	-1278.73
491521	-1258.4
493569	-1284.03
495617	-1299.78
497665	-1308.09
499713	-1276.42
501761	-1291.82
503809	-1276.36
505857	-1266.19
507905	-1263.55
509953	-1273.64
512001	-1275.45
514049	-1263.08
516097	-1265.6
518145	-1235.15
520193	-1235.03
522241	-1231.24
524289	-1259.07
526337	-1252.47
528385	-1233.14
530433	-1247.88
532481	-1230.4
534529	-1236.84
536577	-1227.09
538625	-1217.05
540673	-1257.48
542721	-1238.18
544769	-1264.62
546817	-1276.76
548865	-1301.24
550913	-1271
552961	-1254.45
555009	-1269.64
557057	-1280.39
559105	-1264.73
561153	-1280.03
563201	-1279
565249	-1245.71
567297	-1238.69
569345	-1256.85
571393	-1233.13
573441	-1247.96
575489	-1234.24
577537	-1215.92
579585	-1240.68
581633	-1267.29
583681	-1240.92
585729	-1215.81
587777	-1216.95
589825	-1231.32
591873	-1227.05
593921	-1253.45
595969	-1258.8
598017	-1236.89
600065	-1223.51
602113	-1240.8
604161	-1247.56
606209	-1238.09
608257	-1231.59
610305	-1247.37
612353	-1236.07
614401	-1234
616449	-1240.14
618497	-1231.85
620545	-1206.61
